cell	metric	cgi	historical_days_available	insufficient_history	activity_criteria	modulator_kpi	value_modulator_kpi	insufficient_rops	num_rops_available	timestamp	timespan	year	month	day
A_PARQUE_LO_MORANT_030065601_183_B3_SP	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	20.415.555.555.555.500	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	8.773.569.404.578.190	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 1000	10.053.591.187.904.300	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.881057268722472	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	303	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	2488	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	303	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
CORTIJO_FABRICA_180003501_031	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	12.386.388.888.888.800	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
COR_TORNOS_150045801_010	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	24.069.184.485.881.700	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
COR_TORNOS_150045801_010	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	2.102.156.266.862.040	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
